nwod_id_uri_code,nwod_id,org_short_name,beneficiary_name,payment_date,amount,clean_name,naked_name,company_name,company_number,charity_number,sicc_int,match_method
E08000008           ,22636,tameside,Redacted,2019-01-01,1687.50,REDACTED,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22212,tameside,Redacted,2019-01-01,700.00,REDACTED,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22211,tameside,NORTHGATE PUBLIC SERVICES UK LTD,2019-01-01,55000.00,NORTHGATE PUBLIC SERVICES UK LTD,NORTHGATE PUBLIC SERVICES UK,NORTHGATE PUBLIC SERVICES (UK) LIMITED,00968498,,26200,3  
E08000008           ,22098,tameside,Redact,2019-01-01,38422.29,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22494,tameside,SHAW & SONS LTD,2019-01-01,2112.50,SHAW & SONS LTD,SHAW AND SONS,SHAW & SONS LIMITED,00176653,,58190,3  
E08000008           ,22604,tameside,G2V Recruitment Group Limited t/a Vivid Resourcing,2019-01-01,1500.00,G2V RECRUITMENT GROUP LIMITED T/A VIVID RESOURCING,G2V RECRUITMENT GROUP,G2V RECRUITMENT GROUP LIMITED,08067630,,78109,3  
E08000008           ,22099,tameside,Redact,2019-01-01,38577.51,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22077,tameside,HMCTS (FOR PAYMENT BY ACCOUNT),2019-01-01,35360.00,HMCTS (FOR PAYMENT BY ACCOUNT),HMCTS FOR PAYMENT BY ACCOUNT,HM COURTS AND TRIBUNAL SERVICE,,,,13 
E08000008           ,22100,tameside,Redact,2019-01-01,38727.38,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22101,tameside,MANCHESTER CITY COUNCIL,2019-01-01,38822.85,MANCHESTER CITY COUNCIL,MANCHESTER CITY COUNCIL,MANCHESTER CITY COUNCIL,,,,13 
E08000008           ,22472,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,14785.80,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22613,tameside,Accountants In Demand t/a The Finegreen Group,2019-01-01,2700.00,ACCOUNTANTS IN DEMAND T/A THE FINEGREEN GROUP,ACCOUNTANTS IN DEMAND,ACCOUNTANTS IN DEMAND LIMITED,05470674,,78200,3  
E08000008           ,22074,tameside,HENSHAW'S SOCIETY FOR THE BLIND,2019-01-01,35000.00,HENSHAW'S SOCIETY FOR THE BLIND,HENSHAW[apostrophe]S SOCIETY FOR THE BLIND,HENSHAW'S SOCIETY FOR THE BLIND,,,,0  
E08000008           ,22713,tameside,INSPIRE COMMUNITY SERVICES LIMITED,2019-01-01,2142.60,INSPIRE COMMUNITY SERVICES LIMITED,INSPIRE COMMUNITY SERVICES,INSPIRE COMMUNITY SERVICES LIMITED,08861712,,88990,1  
E08000008           ,22210,tameside,MANCHESTER CITY COUNCIL,2019-01-01,54923.00,MANCHESTER CITY COUNCIL,MANCHESTER CITY COUNCIL,MANCHESTER CITY COUNCIL,,,,13 
E08000008           ,22209,tameside,DOWNSHAW LODGE CARE HOME,2019-01-01,54748.26,DOWNSHAW LODGE CARE HOME,DOWNSHAW LODGE CARE HOME,QUALIA CARE LIMITED,10060267,CQC-1-2845518101,87100,8  
E08000008           ,22208,tameside,BELMONT PARKHILL LTD,2019-01-01,54427.53,BELMONT PARKHILL LTD,BELMONT PARKHILL,BELMONT PARKHILL LIMITED,02810353,,87300,3  
E08000008           ,22207,tameside,NSL LIMITED,2019-01-01,53585.35,NSL LIMITED,NSL,NSL LIMITED,06033060,,84110,1  
E08000008           ,22561,tameside,BY THE BRIDGE NORTH WEST LTD,2019-01-01,3272.71,BY THE BRIDGE NORTH WEST LTD,BY THE BRIDGE NORTH WEST,BY THE BRIDGE NORTH WEST LIMITED,05448746,,88990,3  
E08000008           ,22076,tameside,Redact,2019-01-01,35175.79,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22710,tameside,INSPIRE COMMUNITY SERVICES LIMITED,2019-01-01,1142.72,INSPIRE COMMUNITY SERVICES LIMITED,INSPIRE COMMUNITY SERVICES,INSPIRE COMMUNITY SERVICES LIMITED,08861712,,88990,1  
E08000008           ,22562,tameside,Youth Support,2019-01-01,675.00,YOUTH SUPPORT,YOUTH SUPPORT,YOUTH SUPPORT,02052719,CHC-296080,88990,1  
E08000008           ,22709,tameside,INSPIRE COMMUNITY SERVICES LIMITED,2019-01-01,2507.10,INSPIRE COMMUNITY SERVICES LIMITED,INSPIRE COMMUNITY SERVICES,INSPIRE COMMUNITY SERVICES LIMITED,08861712,,88990,1  
E08000008           ,22471,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,14785.80,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22573,tameside,ACORN CARE & EDUCATION LTD (SALES),2019-01-01,11303.33,ACORN CARE & EDUCATION LTD (SALES),ACORN CARE AND EDUCATION SALES,ACORN CARE PROVIDERS LIMITED,08015695,CQC-1-3213731516,87200,8  
E08000008           ,22603,tameside,G2V Recruitment Group Limited t/a Vivid Resourcing,2019-01-01,1875.00,G2V RECRUITMENT GROUP LIMITED T/A VIVID RESOURCING,G2V RECRUITMENT GROUP,G2V RECRUITMENT GROUP LIMITED,08067630,,78109,3  
E08000008           ,22563,tameside,MEADOWS CARE LIMITED,2019-01-01,18157.14,MEADOWS CARE LIMITED,MEADOWS CARE,MEADOWS CARE LIMITED,05087886,,87900,1  
E08000008           ,22564,tameside,BY THE BRIDGE NORTH WEST LTD,2019-01-01,3270.50,BY THE BRIDGE NORTH WEST LTD,BY THE BRIDGE NORTH WEST,BY THE BRIDGE NORTH WEST LIMITED,05448746,,88990,3  
E08000008           ,22205,tameside,HEATHCOTES (WHITLEY),2019-01-01,53025.00,HEATHCOTES (WHITLEY),HEATHCOTES WHITLEY,HEATHCOTES (WHITLEY),,,,0  
E08000008           ,22470,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,14785.80,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22565,tameside,THE PARKING SHOP,2019-01-01,1296.77,THE PARKING SHOP,THE PARKING SHOP,THE PARKING SHOP LTD,10396678,,47910,3  
E08000008           ,22075,tameside,Redact,2019-01-01,35040.56,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22204,tameside,XMA LIMITED,2019-01-01,52902.00,XMA LIMITED,XMA,XMA LIMITED,02051703,,46510,1  
E08000008           ,22203,tameside,XMA LIMITED,2019-01-01,52902.00,XMA LIMITED,XMA,XMA LIMITED,02051703,,46510,1  
E08000008           ,22102,tameside,NEW CHARTER HOUSING TRUST GROUP,2019-01-01,39530.25,NEW CHARTER HOUSING TRUST GROUP,NEW CHARTER HOUSING TRUST,NEW CHARTER HOUSING TRUST LIMITED,RS007703,,0,3  
E08000008           ,22103,tameside,CAPITA - BENEFIT PAYMENTS,2019-01-01,39566.22,CAPITA - BENEFIT PAYMENTS,CAPITA - BENEFIT PAYMENTS,CAPITA - BENEFIT PAYMENTS,,,,0  
E08000008           ,22704,tameside,CARELINE HOMECARE LTD,2019-01-01,9871.59,CARELINE HOMECARE LTD,CARE LINE HOMECARE,CARE LINE HOMECARE LIMITED,03571286,,87300,3  
E08000008           ,22202,tameside,XMA LIMITED,2019-01-01,52902.00,XMA LIMITED,XMA,XMA LIMITED,02051703,,46510,1  
E08000008           ,22201,tameside,Redact,2019-01-01,52677.59,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22200,tameside,R2 Care Limited,2019-01-01,52500.00,R2 CARE LIMITED,R2 CARE,R2 CARE LIMITED,10473637,,87300,1  
E08000008           ,22199,tameside,Daisy Nook House t/a Meridian Healthcare LTD,2019-01-01,52442.71,DAISY NOOK HOUSE T/A MERIDIAN HEALTHCARE LTD,DAISY NOOK HOUSE,MERIDIAN HEALTHCARE LIMITED,01952719,CQC-1-102642841,87300,8  
E08000008           ,22469,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,14785.80,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22198,tameside,Redact,2019-01-01,52259.44,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22104,tameside,Redact,2019-01-01,39589.26,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22703,tameside,Keys Group - Prospects for Young People LTD,2019-01-01,19285.71,KEYS GROUP - PROSPECTS FOR YOUNG PEOPLE LTD,KEYS YOUNG PEOPLE,KEYS YOUNG PEOPLE LIMITED,02927657,,87900,3  
E08000008           ,22572,tameside,ACORN CARE & EDUCATION LTD (SALES),2019-01-01,15027.34,ACORN CARE & EDUCATION LTD (SALES),ACORN CARE AND EDUCATION SALES,ACORN CARE PROVIDERS LIMITED,08015695,CQC-1-3213731516,87200,8  
E08000008           ,22197,tameside,UNITED RESPONSE,2019-01-01,51975.49,UNITED RESPONSE,UNITED RESPONSE,UNITED RESPONSE,01133776,CHC-265249,96090,1  
E08000008           ,22105,tameside,Redact,2019-01-01,40057.96,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22571,tameside,HOMES FOR LIFE LTD,2019-01-01,808.19,HOMES FOR LIFE LTD,HOMES FOR LIFE,HOMES FOR LIFE LIMITED,08176171,,68201,3  
E08000008           ,22570,tameside,HOMES FOR LIFE LTD,2019-01-01,890.52,HOMES FOR LIFE LTD,HOMES FOR LIFE,HOMES FOR LIFE LIMITED,08176171,,68201,3  
E08000008           ,22566,tameside,Transunion Internal UK Limited,2019-01-01,31400.00,TRANSUNION INTERNAL UK LIMITED,TRANSUNION INTERNAL UK,TRANSUNION INTERNAL UK LIMITED,,,,0  
E08000008           ,22106,tameside,Redact,2019-01-01,40149.74,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22702,tameside,COMFORT CALL LIMITED,2019-01-01,10954.42,COMFORT CALL LIMITED,COMFORT CALL,COMFORT CALL LIMITED,05763279,,88100,1  
E08000008           ,22196,tameside,TAMESIDE SPORTS TRUST,2019-01-01,51778.65,TAMESIDE SPORTS TRUST,TAMESIDE SPORTS TRUST,TAMESIDE SPORTS TRUST,03531443,CHC-1074808,93110,1  
E08000008           ,22195,tameside,TAMESIDE SPORTS TRUST,2019-01-01,51772.65,TAMESIDE SPORTS TRUST,TAMESIDE SPORTS TRUST,TAMESIDE SPORTS TRUST,03531443,CHC-1074808,93110,1  
E08000008           ,22107,tameside,INSPIREDSPACES TAMESIDE LTD,2019-01-01,40241.60,INSPIREDSPACES TAMESIDE LTD,INSPIREDSPACES TAMESIDE,INSPIREDSPACES TAMESIDE LIMITED,06569789,,82990,3  
E08000008           ,21980,tameside,Redact,2019-01-01,28296.26,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22567,tameside,ENVIRONMENT AGENCY,2019-01-01,29166.50,ENVIRONMENT AGENCY,ENVIRONMENT AGENCY,ENVIRONMENT AGENCY,,,,13 
E08000008           ,22568,tameside,Eden Brown LTD,2019-01-01,5211.45,EDEN BROWN LTD,EDEN BROWN,EDEN BROWN LIMITED,03643845,,78200,3  
E08000008           ,22194,tameside,BELMONT PARKHILL LTD,2019-01-01,51620.51,BELMONT PARKHILL LTD,BELMONT PARKHILL,BELMONT PARKHILL LIMITED,02810353,,87300,3  
E08000008           ,22193,tameside,BELMONT PARKHILL LTD,2019-01-01,51618.92,BELMONT PARKHILL LTD,BELMONT PARKHILL,BELMONT PARKHILL LIMITED,02810353,,87300,3  
E08000008           ,22109,tameside,INSPIREDSPACES TAMESIDE LTD,2019-01-01,40241.61,INSPIREDSPACES TAMESIDE LTD,INSPIREDSPACES TAMESIDE,INSPIREDSPACES TAMESIDE LIMITED,06569789,,82990,3  
E08000008           ,22569,tameside,HOMES FOR LIFE LTD,2019-01-01,890.52,HOMES FOR LIFE LTD,HOMES FOR LIFE,HOMES FOR LIFE LIMITED,08176171,,68201,3  
E08000008           ,22108,tameside,INSPIREDSPACES TAMESIDE LTD,2019-01-01,40241.61,INSPIREDSPACES TAMESIDE LTD,INSPIREDSPACES TAMESIDE,INSPIREDSPACES TAMESIDE LIMITED,06569789,,82990,3  
E08000008           ,22614,tameside,Amber Family Limited,2019-01-01,11800.00,AMBER FAMILY LIMITED,AMBER FAMILY,AMBER FAMILY LIMITED,08646708,,87900,1  
E08000008           ,22620,tameside,L & R ROADLINES LIMITED,2019-01-01,14025.02,L & R ROADLINES LIMITED,L. AND R. ROADLINES,L. & R. ROADLINES LIMITED,01803280,,43999,3  
E08000008           ,22468,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,19285.80,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22615,tameside,Harmony Childcare Residential Homes Ltd,2019-01-01,21478.55,HARMONY CHILDCARE RESIDENTIAL HOMES LTD,HARMONY CHILDCARE RESIDENTIAL HOMES,HARMONY CHILDCARE RESIDENTIAL HOMES LTD,10946489,,96090,1  
E08000008           ,22084,tameside,Redact,2019-01-01,36227.81,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,22616,tameside,Spoons Charity,2019-01-01,5050.00,SPOONS CHARITY,SPOONS CHARITY,SPOONS CHARITY,,,,0  
E08000008           ,22467,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,19285.80,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22466,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,7392.90,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22601,tameside,Therapeutic Fostering LTD,2019-01-01,3514.16,THERAPEUTIC FOSTERING LTD,THERAPEUTIC FOSTERING,THERAPEUTIC FOSTERING LTD,10070886,,87900,1  
E08000008           ,22617,tameside,Spoons Charity,2019-01-01,15000.00,SPOONS CHARITY,SPOONS CHARITY,SPOONS CHARITY,,,,0  
E08000008           ,22618,tameside,Redacted,2019-01-01,668.00,REDACTED,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,21982,tameside,"TAMESIDE, OLDHAM AND GLOSSOP MIND",2019-01-01,28500.00,"TAMESIDE, OLDHAM AND GLOSSOP MIND",TAMESIDE OLDHAM AND GLOSSOP MIND,"TAMESIDE, OLDHAM AND GLOSSOP MIND",06340472,CHC-1123549,86900,1  
E08000008           ,22619,tameside,ATG ACCESS LTD,2019-01-01,1192.00,ATG ACCESS LTD,ATG ACCESS,ATG ACCESS LTD,02643622,,32990,1  
E08000008           ,22465,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,9364.34,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,22711,tameside,INSPIRE COMMUNITY SERVICES LIMITED,2019-01-01,2142.60,INSPIRE COMMUNITY SERVICES LIMITED,INSPIRE COMMUNITY SERVICES,INSPIRE COMMUNITY SERVICES LIMITED,08861712,,88990,1  
E08000008           ,22464,tameside,CAMBIAN CHILDCARE LTD,2019-01-01,5421.46,CAMBIAN CHILDCARE LTD,CAMBIAN CHILDCARE,CAMBIAN CHILDCARE LIMITED,04280519,,87900,3  
E08000008           ,21984,tameside,STALEY HOUSE EPH,2019-01-01,28598.22,STALEY HOUSE EPH,DOMAIN CARE,DOMAIN CARE LIMITED,05292792,,87300,3  
E08000008           ,22386,tameside,Network Space Developments LTD,2019-01-01,859890.76,NETWORK SPACE DEVELOPMENTS LTD,NETWORK SPACE DEVELOPMENTS,NETWORK SPACE DEVELOPMENTS LIMITED,12353039,,41100,3  
E08000008           ,22385,tameside,INSPIREDSPACES TAMESIDE (PROJECTCO2) LTD,2019-01-01,839671.69,INSPIREDSPACES TAMESIDE (PROJECTCO2) LTD,INSPIREDSPACES TAMESIDE PROJECTCO2,INSPIREDSPACES TAMESIDE (PROJECTCO2) LIMITED,07126179,,82990,3  
E08000008           ,22384,tameside,AD HOC CHAPS PAYMENT,2019-01-01,839671.69,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,,,,0  
E08000008           ,22383,tameside,INSPIREDSPACES TAMESIDE LTD,2019-01-01,812771.29,INSPIREDSPACES TAMESIDE LTD,INSPIREDSPACES TAMESIDE,INSPIREDSPACES TAMESIDE LIMITED,06569789,,82990,3  
E08000008           ,22382,tameside,INSPIREDSPACES TAMESIDE (PROJECTCO2) LTD,2019-01-01,708333.12,INSPIREDSPACES TAMESIDE (PROJECTCO2) LTD,INSPIREDSPACES TAMESIDE PROJECTCO2,INSPIREDSPACES TAMESIDE (PROJECTCO2) LIMITED,07126179,,82990,3  
E08000008           ,21979,tameside,STEPPING STONES CHILDRENS HOMES LTD,2019-01-01,28000.00,STEPPING STONES CHILDRENS HOMES LTD,STEPPING STONES CHILDRENS HOMES,STEPPING STONES CHILDRENS HOMES LIMITED,09977747,,82990,3  
E08000008           ,22381,tameside,GREATER MANCHESTER COMBINED AUTHORITY,2019-01-01,646700.00,GREATER MANCHESTER COMBINED AUTHORITY,GREATER MANCHESTER COMBINED AUTHORITY,GREATER MANCHESTER COMBINED AUTHORITY,,,,13 
E08000008           ,22380,tameside,GREATER MANCHESTER COMBINED AUTHORITY,2019-01-01,646700.00,GREATER MANCHESTER COMBINED AUTHORITY,GREATER MANCHESTER COMBINED AUTHORITY,GREATER MANCHESTER COMBINED AUTHORITY,,,,13 
E08000008           ,22379,tameside,GREATER MANCHESTER COMBINED AUTHORITY,2019-01-01,646700.00,GREATER MANCHESTER COMBINED AUTHORITY,GREATER MANCHESTER COMBINED AUTHORITY,GREATER MANCHESTER COMBINED AUTHORITY,,,,13 
E08000008           ,22378,tameside,AD HOC CHAPS PAYMENT,2019-01-01,643128.42,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,,,,0  
E08000008           ,22377,tameside,INSPIREDSPACES TAMESIDE LTD,2019-01-01,599399.19,INSPIREDSPACES TAMESIDE LTD,INSPIREDSPACES TAMESIDE,INSPIREDSPACES TAMESIDE LIMITED,06569789,,82990,3  
E08000008           ,22086,tameside,JPCS LIMITED,2019-01-01,36409.80,JPCS LIMITED,JPCS,JPCS LTD,02776886,,43999,3  
E08000008           ,22087,tameside,QUADRANT SECURITY GROUP LTD,2019-01-01,36424.00,QUADRANT SECURITY GROUP LTD,QUADRANT SECURITY GROUP,QUADRANT SECURITY GROUP LIMITED,05831231,,80200,3  
E08000008           ,21978,tameside,STEPPING STONES CHILDRENS HOMES LTD,2019-01-01,28000.00,STEPPING STONES CHILDRENS HOMES LTD,STEPPING STONES CHILDRENS HOMES,STEPPING STONES CHILDRENS HOMES LIMITED,09977747,,82990,3  
E08000008           ,21977,tameside,STEPPING STONES CHILDRENS HOMES LTD,2019-01-01,28000.00,STEPPING STONES CHILDRENS HOMES LTD,STEPPING STONES CHILDRENS HOMES,STEPPING STONES CHILDRENS HOMES LIMITED,09977747,,82990,3  
E08000008           ,22730,tameside,INSPIREDSPACES TAMESIDE LTD,2019-01-01,2524.50,INSPIREDSPACES TAMESIDE LTD,INSPIREDSPACES TAMESIDE,INSPIREDSPACES TAMESIDE LIMITED,06569789,,82990,3  
E08000008           ,21985,tameside,ROSGAL CIVIL ENGINEERING LTD,2019-01-01,28600.00,ROSGAL CIVIL ENGINEERING LTD,BREHENY PLANT,BREHENY PLANT LIMITED,08072530,,42990,3  
E08000008           ,22374,tameside,Inspired Spaces (ProjectCo1) LTD,2019-01-01,510281.02,INSPIRED SPACES (PROJECTCO1) LTD,INSPIREDSPACES ROCHDALE PROJECTCO1,INSPIREDSPACES ROCHDALE (PROJECTCO1) LIMITED,07017410,,82990,3  
E08000008           ,21986,tameside,CAPITA - BENEFIT PAYMENTS,2019-01-01,474727.26,CAPITA - BENEFIT PAYMENTS,CAPITA - BENEFIT PAYMENTS,CAPITA - BENEFIT PAYMENTS,,,,0  
E08000008           ,22496,tameside,SHAW & SONS LTD,2019-01-01,863.70,SHAW & SONS LTD,SHAW AND SONS,SHAW & SONS LIMITED,00176653,,58190,3  
E08000008           ,22497,tameside,THE TOGETHER TRUST,2019-01-01,3325.00,THE TOGETHER TRUST,THE TOGETHER TRUST,THE TOGETHER TRUST,00301722,CHC-209782,85600,1  
E08000008           ,21969,tameside,Alzheimers Society,2019-01-01,27145.00,ALZHEIMERS SOCIETY,ALZHEIMERS SOCIETY,ALZHEIMERS SOCIETY,,,,13 
E08000008           ,22498,tameside,THE TOGETHER TRUST,2019-01-01,1973.12,THE TOGETHER TRUST,THE TOGETHER TRUST,THE TOGETHER TRUST,00301722,CHC-209782,85600,1  
E08000008           ,21841,tameside,HOMESTART TAMESIDE & OLDHAM,2019-01-01,20833.34,HOMESTART TAMESIDE & OLDHAM,HOME-START HOST,HOMESTART TAMESIDE & OLDHAM,,,,0  
E08000008           ,21840,tameside,HOMESTART TAMESIDE & OLDHAM,2019-01-01,20833.34,HOMESTART TAMESIDE & OLDHAM,HOME-START HOST,HOMESTART TAMESIDE & OLDHAM,,,,0  
E08000008           ,21839,tameside,INSPIREDSPACES TAMESIDE LTD,2019-01-01,20797.00,INSPIREDSPACES TAMESIDE LTD,INSPIREDSPACES TAMESIDE,INSPIREDSPACES TAMESIDE LIMITED,06569789,,82990,3  
E08000008           ,21838,tameside,TAMESIDE SPORTS TRUST,2019-01-01,93904.01,TAMESIDE SPORTS TRUST,TAMESIDE SPORTS TRUST,TAMESIDE SPORTS TRUST,03531443,CHC-1074808,93110,1  
E08000008           ,21837,tameside,Redact,2019-01-01,59293.37,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,21836,tameside,AD HOC CHAPS PAYMENT,2019-01-01,65834.88,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,,,,0  
E08000008           ,21835,tameside,AD HOC CHAPS PAYMENT,2019-01-01,37816.94,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,,,,0  
E08000008           ,21834,tameside,SALFORD CITY COUNCIL,2019-01-01,52320.00,SALFORD CITY COUNCIL,SALFORD CITY COUNCIL,SALFORD CITY COUNCIL,,,,13 
E08000008           ,21833,tameside,Redact,2019-01-01,30703.53,REDACT,*** COMPANY NAME REDACTED ***,*** COMPANY NAME REDACTED ***,,,,0  
E08000008           ,21832,tameside,AD HOC CHAPS PAYMENT,2019-01-01,29516.46,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,AD HOC CHAPS PAYMENT,,,,0  
